strategy,context_variant,rds
Niche Focus,randomized_numbers,0.18615126609802246
Niche Focus,base,0.09016698598861694
Niche Focus,competitive_dynamics,0.20338571071624756
Niche Focus,competitive_dynamics,0.020534038543701172
Niche Focus,competitive_dynamics,0.20512473583221436
Niche Focus,count_fact,0.1880486011505127
Niche Focus,count_fact,0.22816109657287598
Niche Focus,count_fact,0.12597131729125977
Niche Focus,count_fact,0.12387692928314209
Niche Focus,count_fact,0.20822060108184814
Technology Leadership,opp_focus,0.06159567832946777
Technology Leadership,opp_focus,0.11039471626281738
Technology Leadership,opp_focus,0.1617220640182495
Technology Leadership,opp_focus,0.05605423450469971
Niche Focus,randomized_numbers,0.16028964519500732
Niche Focus,randomized_numbers,0.06506043672561646
Niche Focus,randomized_numbers,0.12469220161437988
Niche Focus,randomized_numbers,0.08511161804199219
Niche Focus,count_fact,0.1400156021118164
Niche Focus,randomized_numbers,0.08129554986953735
Niche Focus,base,0.1267096996307373
Niche Focus,competitive_dynamics,0.20411396026611328
Technology Leadership,base,0.2196834683418274
Niche Focus,base,0.2122577428817749
Niche Focus,base,0.21977639198303223
Niche Focus,base,0.1742570400238037
Open Innovation,competitive_dynamics,0.10440564155578613
Niche Focus,competitive_dynamics,0.2829059958457947
Niche Focus,competitive_dynamics,0.23978346586227417
Niche Focus,competitive_dynamics,0.1294480562210083
Niche Focus,count_fact,0.0683279037475586
Niche Focus,count_fact,0.22160565853118896
Niche Focus,count_fact,0.16853344440460205
Retrenchment,count_fact,0.20767450332641602
Technology Leadership,opp_focus,0.09364724159240723
Retrenchment,opp_focus,0.12852460145950317
Retrenchment,opp_focus,0.22784185409545898
Technology Leadership,randomized_numbers,0.22169071435928345
Niche Focus,randomized_numbers,0.32746362686157227
Niche Focus,randomized_numbers,0.1494489312171936
Niche Focus,randomized_numbers,0.1347508430480957
Niche Focus,randomized_numbers,0.24203050136566162
Technology Leadership,base,0.10091650485992432
Technology Leadership,base,0.21645021438598633
Technology Leadership,base,0.20812463760375977
Technology Leadership,base,0.224928081035614
Niche Focus,base,0.18983721733093262
Niche Focus,base,0.2581990957260132
Niche Focus,base,0.17678141593933105
Niche Focus,base,0.31678301095962524
Niche Focus,base,0.30006563663482666
Niche Focus,base,0.2018733024597168
Niche Focus,base,0.1807563304901123
Niche Focus,base,0.2716042995452881
Niche Focus,base,0.33094966411590576
Technology Leadership,competitive_dynamics,0.1743687391281128
Technology Leadership,competitive_dynamics,0.12539350986480713
Technology Leadership,competitive_dynamics,0.1704062819480896
Niche Focus,competitive_dynamics,0.23780536651611328
Niche Focus,competitive_dynamics,0.16866379976272583
Niche Focus,competitive_dynamics,0.15640044212341309
Niche Focus,competitive_dynamics,0.4129345417022705
Niche Focus,competitive_dynamics,0.18407082557678223
Niche Focus,competitive_dynamics,0.31215810775756836
Niche Focus,competitive_dynamics,0.16663634777069092
Niche Focus,competitive_dynamics,0.17625832557678223
Technology Leadership,count_fact,0.15846657752990723
Technology Leadership,count_fact,0.18532776832580566
Technology Leadership,count_fact,0.12631016969680786
Open Innovation,count_fact,0.1476578712463379
Niche Focus,count_fact,0.4535755515098572
Niche Focus,count_fact,0.15832430124282837
Niche Focus,count_fact,0.1429520845413208
Niche Focus,count_fact,0.1666783094406128
Niche Focus,count_fact,0.25857460498809814
Niche Focus,count_fact,0.23565948009490967
Niche Focus,count_fact,0.26989901065826416
Niche Focus,count_fact,0.11057347059249878
Niche Focus,count_fact,0.18012940883636475
Technology Leadership,opp_focus,0.20291471481323242
Technology Leadership,opp_focus,0.07539516687393188
Technology Leadership,opp_focus,0.1763474941253662
Technology Leadership,opp_focus,0.1909632682800293
Technology Leadership,opp_focus,0.1821545958518982
Niche Focus,opp_focus,0.2530398368835449
Niche Focus,opp_focus,0.24063605070114136
Niche Focus,opp_focus,0.24948298931121826
Niche Focus,opp_focus,0.19896411895751953
Niche Focus,opp_focus,0.21776020526885986
Technology Leadership,randomized_numbers,0.17417800426483154
Niche Focus,randomized_numbers,0.46293359994888306
Niche Focus,randomized_numbers,0.41217249631881714
Niche Focus,randomized_numbers,0.2212151288986206
Niche Focus,randomized_numbers,0.23845911026000977
Niche Focus,randomized_numbers,0.29305756092071533
Niche Focus,randomized_numbers,0.22144579887390137
Niche Focus,randomized_numbers,0.2106260061264038
Technology Leadership,base,0.19992536306381226
Open Innovation,base,0.14279776811599731
Niche Focus,base,0.19654011726379395
Niche Focus,base,0.2879294157028198
Niche Focus,base,0.21357816457748413
Niche Focus,base,0.29613828659057617
Niche Focus,base,0.19351089000701904
Niche Focus,base,0.2000531554222107
Niche Focus,base,0.23752832412719727
Niche Focus,base,0.2754666209220886
Niche Focus,base,0.14098083972930908
Niche Focus,base,0.16486287117004395
Niche Focus,base,0.12045466899871826
Niche Focus,base,0.21168720722198486
Technology Leadership,competitive_dynamics,0.20632284879684448
Technology Leadership,competitive_dynamics,0.1327577829360962
Technology Leadership,competitive_dynamics,0.16177630424499512
Technology Leadership,competitive_dynamics,0.25851547718048096
Niche Focus,competitive_dynamics,0.3420029282569885
Niche Focus,competitive_dynamics,0.24971610307693481
Niche Focus,competitive_dynamics,0.12702643871307373
Niche Focus,competitive_dynamics,0.20141303539276123
Niche Focus,competitive_dynamics,0.19172370433807373
Niche Focus,competitive_dynamics,0.20134103298187256
Niche Focus,competitive_dynamics,0.12609857320785522
Niche Focus,competitive_dynamics,0.1710679531097412
Niche Focus,competitive_dynamics,0.17884379625320435
Technology Leadership,count_fact,0.22226357460021973
Niche Focus,count_fact,0.16131961345672607
Niche Focus,count_fact,0.24511587619781494
Niche Focus,count_fact,0.1158941388130188
Niche Focus,count_fact,0.15942931175231934
Niche Focus,count_fact,0.23403644561767578
Niche Focus,count_fact,0.23200666904449463
Niche Focus,count_fact,0.1328718066215515
Niche Focus,count_fact,0.21318262815475464
Niche Focus,count_fact,0.20013630390167236
Niche Focus,count_fact,0.1788010597229004
Niche Focus,count_fact,0.2027355432510376
Niche Focus,count_fact,0.2349044680595398
Technology Leadership,opp_focus,0.3487727642059326
Technology Leadership,opp_focus,0.1528446078300476
Technology Leadership,opp_focus,0.08781051635742188
Technology Leadership,opp_focus,0.06297516822814941
Technology Leadership,opp_focus,0.1315181851387024
Technology Leadership,opp_focus,0.17752856016159058
Technology Leadership,opp_focus,0.28046131134033203
Technology Leadership,opp_focus,0.160692036151886
Niche Focus,opp_focus,0.3443946838378906
Niche Focus,opp_focus,0.24689418077468872
Niche Focus,opp_focus,0.23471641540527344
Niche Focus,opp_focus,0.2099015712738037
Niche Focus,opp_focus,0.1863706111907959
Niche Focus,opp_focus,0.2394416332244873
Technology Leadership,randomized_numbers,0.12950634956359863
Technology Leadership,randomized_numbers,0.12398636341094971
Technology Leadership,randomized_numbers,0.25903886556625366
Technology Leadership,randomized_numbers,0.22004103660583496
Technology Leadership,randomized_numbers,0.14524710178375244
Open Innovation,randomized_numbers,0.2515189051628113
Niche Focus,randomized_numbers,0.16848289966583252
Niche Focus,randomized_numbers,0.23337030410766602
Niche Focus,randomized_numbers,0.36357223987579346
Niche Focus,randomized_numbers,0.12914001941680908
Niche Focus,randomized_numbers,0.3819277882575989
Niche Focus,randomized_numbers,0.14350032806396484
Niche Focus,randomized_numbers,0.15596896409988403
Niche Focus,randomized_numbers,0.1491485834121704
Niche Focus,randomized_numbers,0.07838976383209229
Niche Focus,base,0.20484590530395508
Niche Focus,base,0.2486114501953125
Niche Focus,base,0.2672085165977478
Niche Focus,base,0.17829418182373047
Niche Focus,base,0.18138694763183594
Niche Focus,base,0.2784419655799866
Niche Focus,base,0.17215657234191895
Technology Leadership,competitive_dynamics,0.16252237558364868
Niche Focus,competitive_dynamics,0.11999356746673584
Niche Focus,competitive_dynamics,0.33997923135757446
Niche Focus,competitive_dynamics,0.2586635947227478
Niche Focus,competitive_dynamics,0.23180502653121948
Niche Focus,competitive_dynamics,0.18336361646652222
Niche Focus,competitive_dynamics,0.22835326194763184
Niche Focus,competitive_dynamics,0.33411693572998047
Open Innovation,count_fact,0.053492069244384766
Niche Focus,count_fact,0.2411423921585083
Niche Focus,count_fact,0.28305500745773315
Niche Focus,count_fact,0.2079864740371704
Niche Focus,count_fact,0.1493436098098755
Niche Focus,count_fact,0.19448769092559814
Niche Focus,count_fact,0.19352483749389648
Technology Leadership,opp_focus,0.1969219446182251
Technology Leadership,opp_focus,0.10657179355621338
Technology Leadership,opp_focus,0.15594345331192017
Technology Leadership,opp_focus,0.1399136781692505
Technology Leadership,opp_focus,0.18768846988677979
Technology Leadership,opp_focus,0.13823962211608887
Technology Leadership,opp_focus,0.1925886869430542
Niche Focus,opp_focus,0.27248847484588623
Niche Focus,opp_focus,0.22100287675857544
Technology Leadership,randomized_numbers,0.15498775243759155
Niche Focus,randomized_numbers,0.2101658582687378
Niche Focus,randomized_numbers,0.2058594822883606
Niche Focus,randomized_numbers,0.13714498281478882
Niche Focus,randomized_numbers,0.12021958827972412
Niche Focus,randomized_numbers,0.29637670516967773
Niche Focus,randomized_numbers,0.21382158994674683
Niche Focus,randomized_numbers,0.20903456211090088
Niche Focus,base,0.25936979055404663
Niche Focus,base,0.22657901048660278
Niche Focus,competitive_dynamics,0.16728949546813965
Niche Focus,competitive_dynamics,0.21785801649093628
Niche Focus,competitive_dynamics,0.17788076400756836
Niche Focus,competitive_dynamics,0.2739145755767822
Niche Focus,competitive_dynamics,0.21265995502471924
Niche Focus,count_fact,0.1807500720024109
Niche Focus,count_fact,0.17207062244415283
Niche Focus,count_fact,0.27155494689941406
Technology Leadership,opp_focus,0.2859717011451721
Technology Leadership,opp_focus,0.2506682276725769
Technology Leadership,opp_focus,0.255246639251709
Niche Focus,opp_focus,0.181854248046875
Niche Focus,opp_focus,0.18840181827545166
Niche Focus,randomized_numbers,0.21765023469924927
Niche Focus,randomized_numbers,0.2397996187210083
Niche Focus,count_fact,0.25759297609329224
Technology Leadership,opp_focus,0.18531686067581177
Niche Focus,base,0.172607421875
Niche Focus,competitive_dynamics,0.16024786233901978
Niche Focus,count_fact,0.22648894786834717
Niche Focus,opp_focus,0.16024786233901978
Niche Focus,randomized_numbers,0.16024786233901978
Niche Focus,base,0.16831928491592407
Niche Focus,base,0.262351393699646
Niche Focus,base,0.18319976329803467
Niche Focus,base,0.17369985580444336
Technology Leadership,competitive_dynamics,0.14429748058319092
Niche Focus,competitive_dynamics,0.21225124597549438
Niche Focus,competitive_dynamics,0.18319976329803467
Niche Focus,count_fact,0.16831928491592407
Niche Focus,count_fact,0.19594603776931763
Niche Focus,count_fact,0.18319976329803467
Niche Focus,count_fact,0.18647360801696777
Niche Focus,count_fact,0.14495444297790527
Technology Leadership,opp_focus,0.17396199703216553
Niche Focus,opp_focus,0.17800217866897583
Niche Focus,opp_focus,0.2577636241912842
Niche Focus,randomized_numbers,0.18319976329803467
Niche Focus,randomized_numbers,0.11878770589828491
Niche Focus,randomized_numbers,0.18184101581573486
Niche Focus,base,0.14781701564788818
Niche Focus,base,0.15522229671478271
Niche Focus,base,0.19206130504608154
Niche Focus,base,0.1737954020500183
Niche Focus,base,0.18772047758102417
Niche Focus,base,0.11582666635513306
Technology Leadership,competitive_dynamics,0.1738595962524414
Technology Leadership,competitive_dynamics,0.44455432891845703
Niche Focus,competitive_dynamics,0.2061469554901123
Niche Focus,competitive_dynamics,0.1737954020500183
Niche Focus,competitive_dynamics,0.2461867332458496
Niche Focus,competitive_dynamics,0.13605743646621704
Niche Focus,count_fact,0.17242765426635742
Niche Focus,count_fact,0.21670609712600708
Niche Focus,count_fact,0.1933499574661255
Niche Focus,count_fact,0.15463507175445557
Niche Focus,count_fact,0.2120741605758667
Niche Focus,count_fact,0.11797195672988892
Niche Focus,count_fact,0.20707637071609497
Niche Focus,count_fact,0.21405088901519775
Niche Focus,count_fact,0.23464369773864746
Technology Leadership,opp_focus,0.1942579746246338
Technology Leadership,opp_focus,0.12949389219284058
Technology Leadership,opp_focus,0.15443450212478638
Technology Leadership,opp_focus,0.3314051628112793
Niche Focus,opp_focus,0.14197134971618652
Niche Focus,opp_focus,0.10206931829452515
Niche Focus,opp_focus,0.18502479791641235
Niche Focus,opp_focus,0.1302286982536316
Niche Focus,randomized_numbers,0.1015622615814209
Niche Focus,randomized_numbers,0.1462867259979248
Niche Focus,randomized_numbers,0.18985235691070557
Niche Focus,randomized_numbers,0.1746312379837036
Niche Focus,randomized_numbers,0.2352820634841919
Niche Focus,randomized_numbers,0.11582666635513306
Niche Focus,randomized_numbers,0.24953854084014893
Niche Focus,base,0.30320584774017334
Niche Focus,base,0.2023167610168457
Niche Focus,base,0.04607677459716797
Niche Focus,base,0.20854121446609497
Niche Focus,base,0.18446147441864014
Niche Focus,base,0.1737954020500183
Niche Focus,base,0.22990411520004272
Niche Focus,base,0.14283311367034912
Niche Focus,base,0.1672462821006775
Niche Focus,base,0.20673251152038574
Technology Leadership,competitive_dynamics,0.10630416870117188
Technology Leadership,competitive_dynamics,0.08523809909820557
Technology Leadership,competitive_dynamics,0.10489398241043091
Technology Leadership,competitive_dynamics,0.10312086343765259
Technology Leadership,competitive_dynamics,0.23500484228134155
Niche Focus,competitive_dynamics,0.11582666635513306
Niche Focus,competitive_dynamics,0.11470288038253784
Niche Focus,competitive_dynamics,0.14479660987854004
Niche Focus,competitive_dynamics,0.16440200805664062
Niche Focus,competitive_dynamics,0.14219951629638672
Niche Focus,count_fact,0.09444308280944824
Niche Focus,count_fact,0.17699837684631348
Niche Focus,count_fact,0.052935004234313965
Niche Focus,count_fact,0.23759335279464722
Niche Focus,count_fact,0.1608814001083374
Niche Focus,count_fact,0.13009154796600342
Niche Focus,count_fact,0.2366378903388977
Niche Focus,count_fact,0.117878258228302
Niche Focus,count_fact,0.09839391708374023
Niche Focus,count_fact,0.22990411520004272
Niche Focus,count_fact,0.14283311367034912
Niche Focus,count_fact,0.20820719003677368
Niche Focus,count_fact,0.20696938037872314
Niche Focus,count_fact,0.11582666635513306
Niche Focus,count_fact,0.17140322923660278
Niche Focus,count_fact,0.2143014669418335
Technology Leadership,opp_focus,0.14219772815704346
Technology Leadership,opp_focus,0.12885940074920654
Technology Leadership,opp_focus,0.19845759868621826
Technology Leadership,opp_focus,0.12427937984466553
Technology Leadership,opp_focus,0.2452232837677002
Technology Leadership,opp_focus,0.1853846311569214
Technology Leadership,opp_focus,0.2282184362411499
Niche Focus,opp_focus,0.1562650203704834
Niche Focus,opp_focus,0.07634544372558594
Niche Focus,opp_focus,0.15490305423736572
Niche Focus,opp_focus,0.23433387279510498
Niche Focus,opp_focus,0.08904862403869629
Niche Focus,randomized_numbers,0.19611334800720215
Niche Focus,randomized_numbers,0.21774375438690186
Niche Focus,randomized_numbers,0.184378981590271
Niche Focus,randomized_numbers,0.11607247591018677
Niche Focus,randomized_numbers,0.32215309143066406
Niche Focus,randomized_numbers,0.11231809854507446
Niche Focus,randomized_numbers,0.1871911883354187
Niche Focus,randomized_numbers,0.18495583534240723
Niche Focus,randomized_numbers,0.19360578060150146
Niche Focus,randomized_numbers,0.19360578060150146
Niche Focus,randomized_numbers,0.20860522985458374
Niche Focus,randomized_numbers,0.22341084480285645
Niche Focus,base,0.25166451930999756
Niche Focus,base,0.1579122543334961
Niche Focus,base,0.07760059833526611
Niche Focus,base,0.16887348890304565
Niche Focus,base,0.18190699815750122
Niche Focus,base,0.21510064601898193
Niche Focus,base,0.19459688663482666
Niche Focus,base,0.11231809854507446
Niche Focus,base,0.07760059833526611
Technology Leadership,competitive_dynamics,0.1741155982017517
Niche Focus,competitive_dynamics,0.17764461040496826
Niche Focus,competitive_dynamics,0.07424801588058472
Niche Focus,competitive_dynamics,0.16704589128494263
Niche Focus,competitive_dynamics,0.10043215751647949
Niche Focus,count_fact,0.20965200662612915
Niche Focus,count_fact,0.21396636962890625
Niche Focus,count_fact,0.184609055519104
Niche Focus,count_fact,0.11763948202133179
Niche Focus,count_fact,0.2398514747619629
Niche Focus,count_fact,0.2023167610168457
Niche Focus,count_fact,0.2193506360054016
Niche Focus,count_fact,0.1579122543334961
Niche Focus,count_fact,0.18911540508270264
Niche Focus,count_fact,0.1519254446029663
Niche Focus,count_fact,0.15124458074569702
Niche Focus,count_fact,0.2309863567352295
Niche Focus,count_fact,0.23452401161193848
Technology Leadership,opp_focus,0.16571640968322754
Technology Leadership,opp_focus,0.04067099094390869
Technology Leadership,opp_focus,0.15980923175811768
Technology Leadership,opp_focus,0.0457310676574707
Technology Leadership,opp_focus,0.06428003311157227
Technology Leadership,opp_focus,0.073883056640625
Technology Leadership,opp_focus,0.16512197256088257
Technology Leadership,opp_focus,0.23750680685043335
Niche Focus,opp_focus,0.15124458074569702
Niche Focus,randomized_numbers,0.16516220569610596
Niche Focus,randomized_numbers,0.1860208511352539
Niche Focus,randomized_numbers,0.07760059833526611
Niche Focus,randomized_numbers,0.20536959171295166
Niche Focus,randomized_numbers,0.2338770627975464
Niche Focus,randomized_numbers,0.204254150390625
Niche Focus,randomized_numbers,0.18446147441864014
Niche Focus,randomized_numbers,0.2025110125541687
Niche Focus,randomized_numbers,0.19907104969024658
Technology Leadership,base,0.10317301750183105
Niche Focus,base,0.17764461040496826
Niche Focus,base,0.11763948202133179
Technology Leadership,competitive_dynamics,0.11959868669509888
Niche Focus,count_fact,0.20344728231430054
Niche Focus,count_fact,0.20344728231430054
Niche Focus,count_fact,0.11763948202133179
Niche Focus,count_fact,0.210840106010437
Niche Focus,count_fact,0.07760059833526611
Technology Leadership,opp_focus,0.1557716727256775
Technology Leadership,opp_focus,0.08869218826293945
Technology Leadership,opp_focus,0.08705627918243408
Technology Leadership,opp_focus,0.20468908548355103
Technology Leadership,opp_focus,0.12169873714447021
Niche Focus,randomized_numbers,0.16516220569610596
Niche Focus,randomized_numbers,0.07760059833526611
Niche Focus,randomized_numbers,0.07760059833526611
Niche Focus,randomized_numbers,0.18929660320281982
Technology Leadership,opp_focus,0.1656566858291626
Niche Focus,randomized_numbers,0.11763948202133179
Niche Focus,competitive_dynamics,0.21819865703582764
Niche Focus,opp_focus,0.09849190711975098
Niche Focus,randomized_numbers,0.13250017166137695
Niche Focus,base,0.21652311086654663
Niche Focus,base,0.23238122463226318
Niche Focus,base,0.11403417587280273
Niche Focus,base,0.16269928216934204
Technology Leadership,competitive_dynamics,0.15318292379379272
Niche Focus,competitive_dynamics,0.06389528512954712
Niche Focus,competitive_dynamics,0.09458744525909424
Niche Focus,count_fact,0.15291249752044678
Niche Focus,count_fact,0.1735575795173645
Niche Focus,count_fact,0.20096492767333984
Niche Focus,count_fact,0.1584686040878296
Niche Focus,count_fact,0.1828937530517578
Technology Leadership,opp_focus,0.15806186199188232
Niche Focus,opp_focus,0.10159850120544434
Niche Focus,opp_focus,0.16657614707946777
Niche Focus,randomized_numbers,0.1546671986579895
Niche Focus,randomized_numbers,0.21484512090682983
Niche Focus,randomized_numbers,0.19521355628967285
Niche Focus,randomized_numbers,0.1994970440864563
Niche Focus,base,0.18982982635498047
Niche Focus,base,0.1930077075958252
Niche Focus,base,0.21819162368774414
Niche Focus,base,0.31015729904174805
Niche Focus,base,0.198827862739563
Niche Focus,base,0.261039137840271
Niche Focus,base,0.17037343978881836
Technology Leadership,competitive_dynamics,0.4969600439071655
Technology Leadership,competitive_dynamics,0.15623140335083008
Niche Focus,competitive_dynamics,0.16976702213287354
Niche Focus,competitive_dynamics,0.20038986206054688
Niche Focus,competitive_dynamics,0.2294558882713318
Niche Focus,competitive_dynamics,0.2140270471572876
Niche Focus,competitive_dynamics,0.2411891222000122
Niche Focus,count_fact,0.2211872935295105
Niche Focus,count_fact,0.22472023963928223
Niche Focus,count_fact,0.17721951007843018
Niche Focus,count_fact,0.2145216464996338
Niche Focus,count_fact,0.23996198177337646
Niche Focus,count_fact,0.23436379432678223
Niche Focus,count_fact,0.18228358030319214
Niche Focus,count_fact,0.221368670463562
Niche Focus,count_fact,0.17860406637191772
Niche Focus,count_fact,0.18606609106063843
Technology Leadership,opp_focus,0.07486534118652344
Technology Leadership,opp_focus,0.5202107429504395
Technology Leadership,opp_focus,0.0570223331451416
Technology Leadership,opp_focus,0.11756783723831177
Niche Focus,opp_focus,0.16817831993103027
Niche Focus,opp_focus,0.20999854803085327
Niche Focus,opp_focus,0.24468547105789185
Niche Focus,opp_focus,0.18516409397125244
