Model,Temperature,scenario,Num Context,context_variant,problem_type,DS_condition,n_repeats,toggle_rate_top1,top1_entropy_bits,top1_strategy,top1_share,top2_strategy,top2_share
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,2,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,2,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,3,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,0,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,1,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,2,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,3,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,count_fact,generic,0.9999999999117192,19,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,count_fact,specific,0.9999999999117192,9,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,5_model_3_mass_market,4,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Maintain,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,base,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,competitive_dynamics,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,count_fact,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,opp_focus,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,randomized_numbers,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,base,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,base,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,competitive_dynamics,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,count_fact,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,count_fact,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,opp_focus,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,randomized_numbers,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,1,randomized_numbers,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,base,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,base,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,competitive_dynamics,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,count_fact,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,count_fact,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,opp_focus,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,randomized_numbers,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,2,randomized_numbers,specific,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,3,base,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,3,competitive_dynamics,generic,0.9999999999117193,30,0.0,2.478354422715094e-10,Niche Focus,1.0,,
