text_mode,direction,keyword,delta_log_odds
masked,Generic>Specific,investment new,-0.651063048405204
masked,Generic>Specific,immediate investment,-0.651063048405204
masked,Generic>Specific,production immediate,-0.651063048405204
masked,Generic>Specific,capacity significant,-0.6507386104655586
masked,Generic>Specific,significant upfront,-0.6507386104655586
masked,Generic>Specific,upfront investment,-0.6507386104655586
masked,Generic>Specific,capacity compromising,-0.6492020891702985
masked,Generic>Specific,crucial sustaining,0.04493868711101712
masked,Generic>Specific,sustaining public,0.04493868711101712
masked,Generic>Specific,financial stability,0.05474811249889733
masked,Generic>Specific,public trust,0.05596058135392923
masked,Generic>Specific,stability crucial,0.27087760527748106
masked,Generic>Specific,control maintains,0.5096272826862305
masked,Generic>Specific,maintains financial,0.5096272826862305
masked,Generic>Specific,quality control,0.5096272826862305
masked,Generic>Specific,ensures quality,0.6954718183320328
masked,Generic>Specific,gradual expansion,0.6954718183320328
masked,Generic>Specific,expansion ensures,0.6954718183320328
masked,Generic>Specific,maintained crucial,0.7378290415367115
masked,Generic>Specific,need financial,0.7378290415367115
